city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality,Cost_of_Living_Index,highest_cost_of_living_index,lowest_cost_of_living_index
Quetta,Pakistan,1.34,15.65,2.68,1.34,1.68,1.42,0.22,0.19,0.57,0.34,0.83,1.17,2.73,1.81,4.25,0.75,0.4,0.69,0.53,0.23,0.23,0.21,0.32,1.56,1.31,1.56,1.12,0.11,1.68,0.56,0.36,0.54,0.72,10058.11,17583.07,71.93,0.01,26.45,7.82,8.94,2.24,35.76,1743.41,8.49,15.65,56.62,26.82,59.6,26.82,178.81,64.07,2589.55,926.26,147.52,11,0,52.1425,NULL,59.6673
Ottawa,Canada,18.53,63,8.89,5.19,6.67,3.68,1.96,1.46,1.85,2.18,3.03,2.91,11.17,11.6,12.1,3.48,1.21,2.93,3.36,1.66,1.8,1.97,1.51,11.12,2.29,2.22,11.12,2.74,91.72,2.96,1.38,17.79,1.43,21122.77,19163.27,119.98,0.21,59.52,52.35,23.82,11.12,971.73,14267.13,53.31,36.26,78.89,106.68,1271.64,1000.55,2040.48,1612,4884.05,3616.54,3319.71,5.33,1,1153.16,NULL,NULL
Arequipa,Peru,2.87,11.75,4.57,2.02,3.13,2.15,0.54,0.35,1.16,1.52,0.95,1.72,5.53,4.18,5.59,1.2,0.85,0.93,0.85,0.7,0.57,0.57,0.7,6.92,1.62,2.61,3.92,0.26,13.62,1.31,1.57,4.57,1.1,19318.63,17643.37,37.96,0.22,41.42,41.55,16.97,4.05,208.2,2889.96,37.64,24.37,67.88,60.91,234.96,174.04,565.64,343.73,1501.11,1113.87,379.47,15,1,154.39,NULL,NULL
Stockholm,Sweden,12.59,77.47,8.72,6.78,6.78,3.95,2.29,2.06,1.44,2.79,2.76,3.74,9.59,11.81,18.43,3.01,2.44,2.54,3.94,1.37,1.29,2.26,1.45,10.65,2,2.28,6.68,3.78,93.94,4.84,2.76,50.6,2.16,27115.49,26837.42,102.95,0.14,34.07,43.09,34.4,14.53,134.78,8473.59,86.95,39.81,94.14,124.27,1375.6,1019.86,2301.49,1607.85,11124.31,6758.16,3021.18,2.51,1,1103.29,NULL,NULL
Jerusalem,Israel,17.62,88.08,15.27,7.78,8.22,3.59,2.4,1.91,1.79,2.16,2.77,3.87,14.17,10.01,20.36,3.3,1.96,1.76,1.76,1.33,1.11,1.88,1.6,10.28,2.82,3.32,10.28,1.76,62.54,3.52,1.03,29.15,2.03,39606,40755.21,154.97,0.16,27.66,71.34,21.53,11.74,805.55,6605.89,82.54,58.72,117.07,121.11,1291.82,1010.09,1996.45,1606.77,11468.34,9060.68,2811.67,3.8,1,1030.72,NULL,NULL
Zagreb,Croatia,9.77,46.06,6.98,2.51,2.79,1.86,2.26,1.63,1.22,1.13,2.43,2.64,8.61,9.23,11.61,1.38,1.45,1.54,2.27,0.97,1.01,0.96,1.05,5.58,1.43,1.88,4.89,0.56,50.26,2.09,0.77,6.28,1.81,25825.73,24190.52,201.27,0.12,25.28,43.75,10.72,6.98,145.69,6002.74,85.98,36.36,83.8,106.74,580.82,427.72,976.34,688.23,3748.36,2541.08,1140.62,3.18,1,432.943,NULL,NULL
Colombo,"Sri Lanka",1.36,10.85,3.25,1.08,1.63,1.46,0.35,0.18,1.15,0.64,0.66,1.77,7.4,4.03,5.89,4.27,0.76,3.18,1.42,1.02,0.74,0.83,0.4,6.78,1.24,1.82,5.15,0.11,4.07,0.27,0.27,0.49,1.17,24406.97,28672.95,23.56,0.01,9.61,9.43,3.73,2.37,26.55,425.77,20.59,12.77,44.42,24.71,295.76,109.14,549.78,221.96,1734.36,1114.33,156.15,16.08,1,113.345,NULL,113.345
Lilongwe,Malawi,3.41,29.21,4.87,0.78,1.36,2.32,0.68,0.35,0.84,0.53,0.8,1.58,14.12,2.34,3.38,2.57,1.34,2.37,1.58,1.78,1.78,0.57,0.52,6.33,0.84,1.53,2.92,0.49,44.64,4.87,0.39,0.97,1.03,26777.02,26777.02,53.55,0.07,111.98,36.03,7.79,4.06,230.44,6264.2,42.19,25.32,69.46,86.01,350.54,163.1,632.91,596.4,10507.21,584.23,292.11,20,1,161.637,NULL,NULL
Dushanbe,Tajikistan,3.97,11,4.96,1.19,1.49,1.2,0.41,0.28,0.72,0.41,1.58,1.56,5.77,3.9,6.84,1.15,2.24,2.3,1.19,0.44,0.31,0.42,0.43,5.96,1.27,1.76,1.74,0.25,6.95,0.99,0.3,2.38,0.94,14392.29,21839.84,31.26,0.02,22.17,34.86,11.17,5.21,84.39,4964.41,32.26,24.07,53.36,52.12,376.03,186.15,631.14,330.47,835.59,381.24,163.81,15.8,1,136.015,NULL,NULL
Pretoria,"South Africa",6.84,34.22,4.56,1.71,2,1.65,0.89,0.69,1,0.84,1.31,1.7,6.45,4.3,6.77,1.31,1.23,1.18,1.37,1.17,1.11,0.94,0.94,4.56,1.29,1.75,2.85,2.28,47.05,1.14,1.28,4.56,1.25,17421.68,20896.36,95.97,0.11,49.3,36.64,8.34,5.7,215.24,3129.34,43.48,31.79,78.03,85.87,299.65,338.21,707.13,700.95,439.11,617.62,1382.39,8.63,1,422.79,NULL,NULL
Amsterdam,Netherlands,19.49,84.3,10.54,5.99,5.27,3.58,2.72,2.51,1.25,1.65,2.1,3.75,13.9,10.12,20.98,2.49,1.81,1.91,3.17,1.86,1.19,1.05,1.05,7.11,1.58,1.98,8.64,3.37,104.85,5.27,2.6,48.47,2.25,28440.58,31264.62,281.94,0.11,49.7,42.77,29.97,14.23,1853.84,14608.2,89.57,40.24,100.76,136.69,1799.7,1544.37,3034.43,2242.46,9815.34,6524.16,3655.44,3.04,1,1369.5,NULL,NULL
Winnipeg,Canada,14.82,55.59,8.22,4.45,5.19,3.38,1.76,1.52,1.34,1.94,2.95,2.78,9.22,10.68,13.14,3.62,1.38,3.53,3.76,2.56,2.35,2.26,1.59,11.12,2.64,3.25,13.71,2.3,77.08,2.78,1.19,23.2,1.4,20011.04,19189,145.32,0.28,60.69,33.21,21.68,10.38,526.77,12398.94,44.07,30.8,72.67,94.92,817.87,843.69,1349.06,1295.92,3038.71,2649.61,2145.63,4.5,1,745.155,NULL,NULL
Lome,Togo,2.01,20.18,8.03,0.8,2.41,3.75,2.41,1.29,1.83,0.72,1.77,1.68,7.18,5.82,6.75,1.87,1.81,3.75,3.24,2.68,3.96,0.59,0.87,4.02,1.2,1.93,1.61,0.8,48.19,0.56,0.32,4.39,0.93,12851.4,3212.85,113.79,0.16,59.33,31.06,8.03,8.03,104.42,6451.4,20.35,21.95,30.52,76.57,259.04,98.39,481.93,329.32,1164.66,425.7,535.47,9,0,199.33,NULL,NULL
Libreville,Gabon,15.13,80.32,11.65,0.96,1.61,2.41,0.84,0.84,1.94,1.51,1.67,2.89,8.84,9.96,3.05,2.57,2.52,4.98,1.93,1.71,2.95,1.15,1.02,5.22,1.02,1.87,2.01,0.56,52.21,0.8,1.61,8.03,1.03,28915.64,25167.32,107.09,0.21,66.93,70.68,18.74,8.03,110.44,3614.46,38.15,61.58,62.65,83.53,863.45,471.22,2838.02,1713.52,13654.61,16064.24,461.85,21.5,0,335.247,NULL,NULL
Helsinki,Finland,13.7,84.3,9.72,7.38,8.43,4.31,2.71,1.77,1.05,2.35,2.32,2.51,7.66,10.98,18.34,2.43,1.77,2.3,3.7,1.17,1.49,1.96,1.71,12.64,2.7,3.16,10.06,2.95,68.49,7.27,1.37,56.27,2.35,31612.36,32816.64,108.82,0.08,22.85,38.9,38.02,15.81,399.76,5479.48,95.97,41.03,81.14,135.14,1044.71,842.09,2115.81,1461.38,8746.09,4814.3,2874.65,1.23,1,984.003,NULL,NULL
"Panama City",Panama,8,52.5,6.5,2.5,4,3.34,1.66,1.34,1.58,2.17,1.96,2.13,7.79,7.2,8.13,2.98,1.24,2.97,3.31,1.87,1.96,2.26,1.5,9.5,1.23,1.72,5.8,0.35,27.5,2,1.75,20,1.07,25000,20431.25,98.85,0.14,46.98,39.36,24.17,6,358.89,11675,51.43,44.55,75.25,89,908.95,516.18,1784.21,977.78,2200,1303.12,804.44,5.95,1,430.435,NULL,NULL
Athens,Greece,12.64,52.69,7.38,4.21,5.27,3.55,1.94,0.53,1.62,1.15,2.31,3.87,10.75,8.93,11.64,1.96,1.86,1.21,1.99,1.1,0.99,0.92,0.9,7.38,1.52,2.32,4.85,1.26,31.61,3.69,0.84,15.81,2.27,23182.39,23864.69,265.12,0.49,32.2,39.75,25.03,8.43,493.99,9490.51,78.73,35.24,82.86,96.99,521.69,465.4,905.38,871.7,2647.22,2564.55,960.36,4.14,1,373.987,NULL,NULL
Oslo,Norway,20.55,112,12.33,10.12,9.92,4.65,3.23,2.97,2.12,3.54,3.31,4.14,12.29,14.16,27.69,2.98,2.21,2.95,3.85,2.21,2.65,2.5,2.31,17.47,3.38,4.25,14.9,4.01,83.64,10.63,1.64,51.38,2.22,35962.76,34816.07,244.58,0.16,50.07,46.68,35.4,16.39,339.32,9748.48,93.19,42.6,103.58,129.07,1436.01,1174.52,2334.05,1863.35,9925.38,7484.46,3645.72,2.78,1,1276.57,NULL,NULL
Skopje,"North Macedonia",5.94,25.47,4.24,2.04,2.38,1.6,1.43,1.03,1.2,0.79,1.26,2.03,6.72,6.25,9.83,0.86,1.19,1.1,1.64,0.67,0.68,0.46,0.46,5.09,0.83,1.15,2.63,0.68,25.47,0.85,0.59,5.09,1.59,18821.29,20735.8,134.82,0.1,19.15,28.27,13.88,5.09,241.38,3849.8,67.68,37.62,76.57,87.94,293.68,204.54,465.83,325.61,1737.11,1234.75,480.82,4.45,1,195.28,NULL,NULL
Chisinau,Moldova,6.15,25.99,4.87,1.28,1.79,1.42,0.7,0.5,0.91,0.41,1.24,1.88,7.83,4.33,6.3,0.67,1.4,1.31,1.52,0.54,0.44,1.22,0.6,4.1,0.92,1.54,2.31,0.31,12,1.54,0.23,3.08,1.49,15430.7,20659.71,145.96,0.09,9.02,24.38,12.36,6.02,304.53,3261.81,47.64,32.45,86.45,97.77,317.16,231.35,566.61,401.81,1193.72,809.59,448.7,9.74,1,193.08,NULL,NULL
"Quebec City",Canada,14.88,59.29,9.63,5.19,5.19,3.48,1.55,1.12,1.54,2.43,3.28,2.65,11.9,8.89,13.75,2.87,1.36,2.73,3.4,2.43,1.57,1.7,0.95,11.12,1.54,2.54,10.38,2.59,65.96,2.59,1.3,28.9,1.44,18528.74,16075.54,96.59,0.33,50.98,36.48,28.16,10.38,662.54,6333.84,53.94,32.7,76.43,101.91,721.93,588.1,1242.85,929.81,7736.1,1752.82,3012.07,5.06,1,937.867,NULL,NULL
Rabat,Morocco,3.31,25.97,5.01,3.07,3.78,1.75,0.49,0.34,0.73,0.43,1.36,1.31,8.32,4.9,7.91,1.26,1.11,0.53,0.59,0.46,0.51,0.35,0.55,9.44,1.9,2.16,3.59,0.57,23.61,0.5,0.68,3.78,1.27,23611.64,20935.49,37.51,0.09,31.94,23.18,18.42,5.67,130,3389.58,60.21,44.86,81.92,81.53,436.3,251.44,891.15,499.36,2142.23,1106.43,427.64,4.48,1,216.955,NULL,NULL
Riga,Latvia,11.06,52.69,7.38,4.21,3.16,2.89,1.3,1.23,1.39,1.17,2.2,2.49,10.19,7.37,10.84,1.41,1.6,1.95,2.91,0.9,0.63,1.41,0.75,7.38,1.62,1.71,4.74,1.21,52.69,2.47,0.8,10.54,2.01,22974.81,23156.05,304.7,0.12,17.79,40.83,23.38,9.48,383.61,15302.14,66.49,41.8,72.28,103.83,459.6,339.04,845.4,564.81,2479.81,1481.87,1091.09,2.45,1,390.74,NULL,NULL
Kingston,Jamaica,6.5,45.47,6.5,1.95,3.25,3.49,1.02,0.7,3.39,2.73,0.92,2.9,13.42,5.77,6.01,4.22,2.72,4.07,2.41,2.02,2.22,1.93,1.07,12.02,2.15,2.6,9.09,0.97,32.48,2.27,2.6,9.42,1.33,38977.2,34144.74,133.62,0.06,40.65,52.33,13.32,9.74,253.35,1380.44,32.02,26.91,64.5,64.5,634.86,333.67,1292.02,747.06,1817.15,1882.24,584.66,7.58,1,306.747,NULL,NULL
Vilnius,Lithuania,10.01,52.69,6.32,4.21,4.21,2.95,1.9,1.61,1.42,1.38,2.17,2.32,9.98,6.66,9.98,1.37,1.43,1.75,2.66,0.79,0.65,1.31,0.78,7.9,1.4,1.68,4.74,0.79,31.09,1.32,0.74,8.96,1.95,23880.5,24019.54,205.18,0.18,14.55,32.99,26.07,8.43,452.78,8422.16,74.57,36.72,82.25,105.07,773.15,533.76,1370.04,838.95,4120.85,2650.33,1276.18,2.42,1,515.032,NULL,NULL
Dublin,Ireland,21.07,84.3,10.01,6.32,6.32,3.79,2.35,1.77,1.27,1.87,1.5,3.27,9.25,9.63,11.22,2.66,1.88,2.5,3.15,1.7,1.11,1.02,1.44,12.64,2.77,3.61,15.81,2.11,126.45,4.21,1.58,27.4,2.14,31612.36,31480.34,234.35,0.37,59.14,48.43,19.27,13.67,1280.3,9255.83,86.95,37.67,91.58,101.7,2018.71,1763.81,3651.89,2922.46,7746.63,4730.37,3177.2,3.41,1,1304.77,NULL,NULL
Tallinn,Estonia,13.7,63.22,7.38,5.27,5.27,3.47,2.1,1.74,1.01,1.13,2.04,2.36,9.54,7.48,13.83,1.76,1.25,2.05,2.77,0.99,0.75,1.35,0.89,8.43,1.63,2.01,5.32,1.58,31.61,3.16,0.84,12.64,2.06,24236.14,24997.61,305.91,0.06,27.23,54.35,34.77,9.48,314.95,6143.33,86.89,37.4,87.31,112.56,700.34,507.55,1296.11,862.75,4241.03,2799.79,1423.7,2.28,1,534.83,NULL,NULL
Asuncion,Paraguay,4.16,22.17,4.85,1.39,2.08,2.14,0.9,0.53,0.83,0.72,1,1.78,6.61,3.55,6.17,1.64,0.91,0.97,1.52,0.88,0.72,0.47,0.57,4.71,0.89,1.67,1.49,0.5,23.28,1.08,1.39,6.93,1.17,16487.29,24973.39,53.69,0.14,24.37,27.11,16.86,6.93,147.79,2216.78,41.56,32.73,74.27,74.47,360.84,251.99,647.52,489.93,1286.16,705.52,354.73,10.25,1,180.057,NULL,NULL
Lisbon,Portugal,12.64,52.69,7.38,2.63,3.16,1.97,1.73,1.2,0.88,1.33,1.28,2.67,8.98,6.94,10.89,1.95,1.3,1.51,2.03,1.22,1.24,1.25,0.81,4.21,1.28,2.07,5.58,1.95,42.15,3.69,0.53,15.7,2.12,29504.87,31189.24,130.77,0.19,35.58,39.89,11.94,7.9,436.52,10185.33,80.35,32.14,72.44,96.4,1242.34,813.4,2149.25,1329.07,5757.09,3206.32,1125.31,2.42,1,595.56,NULL,NULL
Beirut,Lebanon,10,60,6.1,3,4.82,3.51,2.99,1.07,6.81,1.51,2.71,1.88,16.29,6.71,68.01,3.42,2.68,1.47,1.81,1.53,1.06,0.88,0.61,7,1.19,3.33,5.79,1.91,80,5,1.2,20,1.31,22000,21328.57,278.36,0.41,65.01,51.62,26.4,10,410.42,5222.22,83.4,57.78,136.43,121.67,718.75,423.05,1477.78,882.3,3928.57,1476.22,370.25,9.91,1,275.228,NULL,NULL
Tirana,Albania,5.86,36.04,5.86,1.8,2.7,1.41,1.45,0.72,1.41,0.77,1.5,2.7,7.57,5.8,9.27,1.02,1.79,1.3,1.32,0.81,0.78,0.86,0.56,8.11,1,1.52,3.15,0.36,14.42,2.7,2.7,9.77,2.13,18022.08,19904,92.68,0.27,15.95,36.09,18.02,6.67,178.3,3410.46,46.85,35.59,76.27,84.45,431.27,257.35,801.88,465.11,2213.03,1035.74,463.59,4.44,1,225.27,NULL,NULL
Bratislava,Slovakia,8.43,47.42,7.38,2.11,2.69,2.51,2.02,1.63,0.96,1.3,1.54,2.68,11.47,6.51,12.32,1.62,1.6,2.01,3.39,1.08,0.94,1.22,0.74,5.27,0.96,1.54,4.74,0.95,31.61,4.21,1.05,16.44,1.88,24236.14,23901.37,219.17,0.07,20.04,34.77,13.42,9.48,536.65,13962.12,71.42,33.72,75.29,97.94,680.69,517.32,1228.02,884.16,5005.29,3616.4,1279.31,1.62,1,492.345,NULL,NULL
Halifax,Canada,14.82,66.7,8.89,5.19,5.19,3.53,1.78,1.7,1.8,2.26,4.3,3.41,9.39,11.43,11.47,3.82,1.66,3.73,3.9,2.62,2.52,2.6,1.43,14.82,2.8,3.28,14.08,2.04,61.14,2.78,1.3,22.23,1.42,22234.49,20121.54,140.5,0.16,75.81,44.31,16.8,11.12,651.59,12784.83,66.02,36.41,88.89,102.9,1217.45,973.06,1919.75,1504.86,3764.62,2099.92,3072.15,4.63,1,1076.61,NULL,NULL
Canberra,Australia,15.63,74.75,8.94,6.46,6.8,3.29,2.29,1.73,1.4,1.97,1.82,3.66,8.66,7.32,14.4,2.92,2.42,2.74,5.03,2,1.59,2.19,1.48,11.89,3.34,4.16,23.79,2.19,71.36,3.56,1.47,35.34,1.37,20387.39,18231.66,147.67,0.27,51.28,45.75,12.06,12.23,1248.73,12096.52,58.93,34.06,86.65,107.66,1536.53,1309.63,2664.05,1902.05,5188.42,3625.1,4432.43,3.05,1,1496.69,NULL,NULL
Wellington,"New Zealand",12.83,64.14,9.3,6.41,6.41,3.34,2.43,2.25,1.97,2,2.14,4.23,9.83,10.15,14.52,2.95,2.15,3.09,5.42,2.08,1.85,2.53,1.16,10.9,3.58,4.31,24.37,2.36,96.21,2.41,1.86,42.33,1.81,22448.99,20483.9,138.14,0.25,53.65,33.42,16.52,11.55,694.14,12278.22,71.68,40.55,91.08,117.03,1415.61,1162.41,2269.15,1963.28,6230.66,4947.94,3549.49,4.05,1,1245.07,NULL,NULL
Victoria,Canada,18.53,66.7,8.89,5.93,5.93,3.73,1.98,1.77,2.49,2.68,3.52,3.61,12.2,12.78,13.45,3.65,1.27,3.88,4.78,2.67,2.47,2.52,1.88,14.08,2.51,2.73,12.6,1.85,63,2.72,1.89,30.88,1.59,23716.79,19371.8,97.44,0.18,70.19,50.79,11.63,11.08,914.08,12955.3,60.16,31.54,80.26,106.05,1488.87,1206.06,2519.91,2060.06,7659.7,5498.61,3521.25,4.36,1,1257.62,NULL,NULL
Windhoek,Namibia,8.58,37.16,5,1.43,1.57,1.81,0.78,0.81,1.14,0.72,1.37,1.82,5.93,4.57,5.01,1.68,1.63,1.48,1.32,1.55,1.07,1.44,1.21,3.43,1.05,1.19,2.29,0.71,22.44,0.79,0.82,2.06,1.07,8576.33,11435.11,92.44,0.05,48.6,39.31,7.46,3.45,140.08,3872.31,52.88,18.09,74.79,60.02,382.36,291.58,825.89,596.26,857.63,657.52,564.61,10.78,1,239.065,NULL,NULL
Nicosia,Cyprus,13.7,52.69,6.32,4.21,4.21,3.36,1.38,0.74,1.49,2,2.44,3.11,10.37,7.73,9.05,2.8,1.77,2.12,2.4,1.11,0.83,0.44,0.98,7.38,1.34,2.3,5.27,2.11,42.15,3.95,1.32,31.61,1.54,18967.41,25447.95,164.68,0.14,31.45,59.71,23.71,10.54,351.57,6412.79,82.54,40.57,86.84,103.27,635.41,524.39,1188.76,890.41,2212.86,1592.33,1449.65,2.63,1,525.218,NULL,NULL
Nassau,Bahamas,25,100,8,3.75,6.5,5.31,2.36,1.94,4.62,5.01,4.49,4.97,7.44,7.38,13.6,5.15,2.75,4.59,4.57,5.42,3.64,2.97,2.16,15,3.42,4.62,11,1.25,60,5.5,2.86,95,1.65,37500,44500,261.63,0.42,92.61,103.5,60,15.5,521.39,11767.5,66.43,48.33,106.62,120,1050,950,2229.25,3055.56,1904.86,1348.55,1817.33,6.75,1,723.395,NULL,NULL
Ljubljana,Slovenia,10.54,44.26,6.53,3.16,3.42,1.93,2.36,1.83,1.14,1.64,1.92,2.73,11.55,8.73,11.3,2.02,1.42,2.03,2.97,0.95,1.28,1.51,0.76,6.32,1.23,1.99,4.74,1.37,38.99,2.05,1.1,17.89,1.63,22107.57,24364.7,253.55,0.11,34.72,44.77,19.42,8.43,488.49,10939.19,76.49,36.75,93.96,112.49,703.57,570.38,1308.92,987.2,4634.13,3439.27,1392.17,2.1,1,526.912,NULL,NULL
Sarajevo,"Bosnia And Herzegovina",5.38,26.88,5.11,2.15,2.02,1.51,1.58,0.89,0.97,0.71,1.49,2.02,7.15,6.91,8.8,1.06,1.35,1.41,1.45,0.75,0.86,1.03,0.59,6.45,0.98,1.22,3.23,0.97,28.49,1.08,0.73,5.38,1.73,21501.13,19965.41,157.04,0.1,24.95,26.6,20.73,5.38,182.45,3307.95,69.37,33.64,81.08,90.93,280.46,192.29,485.07,319.67,2080.75,1291.5,755.85,3.29,1,260.665,NULL,NULL
"Cape Town","South Africa",8.55,34.22,3.99,2.28,2.57,1.8,0.87,0.66,0.91,0.96,1.46,1.81,6.93,4.43,6.32,1.43,1.35,1.33,1.41,1.04,1.03,0.99,0.85,4.56,1.46,1.88,2.85,1.14,29.75,0.86,0.68,2.57,1.3,18248.57,21346.21,75.45,0.08,46.26,41.35,9.19,5.7,190.98,4475.18,46.81,32.75,87.19,75.94,690.17,459.78,1364.97,916.71,2053.61,1425.49,1254.87,8.53,1,488.682,NULL,NULL
Male,Maldives,5.56,26.19,9,3.11,7.86,2.53,0.96,0.32,1.74,1.6,0.86,1.53,9.19,3.97,8.09,3.4,3.36,3.52,2.66,1.11,1.1,6,0.44,8.84,1.96,14.73,6.55,0.65,21.6,1.64,1.64,8.18,0.89,45826.51,36006.55,159.57,0.06,103.19,75.29,4.26,8.35,155.07,3142.39,51.05,42.55,96.8,83.24,860.88,581.92,1723.95,1360.25,2417.53,2302.24,800.51,13.56,1,416.9,NULL,NULL
Paramaribo,Suriname,4.86,80,6.15,2.7,2.7,2.25,0.92,0.74,1.18,1.19,1.37,2.11,11.17,3.41,9.25,3.67,1.3,1.79,2.13,1.03,0.82,2.33,0.97,10,1.85,2.42,5.25,0.44,90,1.8,3,15,0.84,27500,7868.37,92.78,0.05,37.5,13.68,10,4.51,81.67,500,52.08,45.99,99.15,173.33,394.71,249.44,1252.41,949.36,767.07,457.74,234.55,14.29,0,158.64,NULL,NULL
Gaborone,Botswana,11.62,34.85,6,1.55,1.94,2.56,0.86,0.57,1.14,0.74,1.53,2.12,5.78,4.38,4.98,1.7,1.36,2.06,1.31,1.2,1.28,1.11,0.85,6.97,1.48,1.77,4.26,0.5,21.84,0.54,2.32,3.87,1.02,18587.47,16215.63,46.85,0.12,47.19,36.87,6.51,5.81,156.06,4414.52,39.15,23.33,51.63,52.48,256.35,208.14,690.58,448.23,1403.74,38723.9,724.69,9.96,1,248.29,NULL,NULL
Gibraltar,Gibraltar,17.84,79.95,8.61,3.84,3.69,2.76,1.55,1.7,1.71,1.83,2.87,2.75,9.23,9.26,11.07,4.88,1.97,2.13,2.08,1.68,1.33,1.64,1.09,6.77,1.58,1.99,4.06,1.48,12.3,4.8,2.46,12.3,1.33,33056.26,33210.01,108.5,0.21,46.48,69.67,16.91,10.76,888.33,11480,121.08,46.51,124.71,92.25,1728.41,1402.54,2974.42,2571.47,8161.05,6200.6,3385.92,4.22,1,1283.41,NULL,NULL
"Port Moresby","Papua New Guinea",9.84,48.61,8.53,3.13,5.12,3.33,1.01,1.18,1.68,1.53,1.53,3.89,5.69,6.9,7.88,3.27,2.51,4.36,2.84,2.56,2.56,3.19,1.11,9.1,2.68,4.03,7.11,0.57,38.34,5.69,1.71,14.22,1.21,45519.2,26553.63,107.05,0.76,379.33,60.46,22.76,9.25,598.62,3911.81,53.34,49.08,67.57,113.09,2162.16,519.2,3366.52,960.17,9246.09,20059.54,401.85,14.17,1,643.605,NULL,NULL
Georgetown,Guyana,5.49,49.58,7.16,1.91,2.39,3.49,1.16,0.71,3.41,1.48,1.61,2.84,9.78,5.55,6.5,5.11,2.54,3.3,2.14,1.34,1.3,1.43,1.59,9.55,1.58,2.31,2.39,0.57,34.14,2.39,2.39,9.31,1.02,15754.21,17186.41,80.1,0.14,60.15,29.24,15.12,6.21,103.44,1388.44,27.75,46.94,71.61,62.86,323.57,201.4,608.69,381.92,3469.12,1139.08,410.92,8.62,1,185.137,NULL,NULL
Podgorica,Montenegro,5.8,26.34,4.21,2.11,2.63,1.53,1.83,1.25,1.12,0.76,1.52,2.38,6.26,6.42,8.25,1.15,1.4,1.31,1.92,0.82,1.17,0.81,0.66,4.74,1.02,1.3,3.69,0.95,28.45,0.63,0.58,6.85,1.56,21074.9,20621.79,112.63,0.13,26.24,34.54,12.49,5.27,156.74,5795.6,68.49,33.87,80.39,93.52,367.05,273.1,585.41,428.08,1732.83,1311.33,644.09,5.95,1,254.473,NULL,NULL
Manama,Bahrain,5.3,53.05,6.63,7.96,10.61,4.49,0.73,0.38,1.63,1.36,1.53,2.42,6.99,6.84,7.96,1.99,1.56,1.6,1.06,0.75,0.68,1.91,0.63,18.57,1.97,3.21,5.97,0.8,37.13,5.3,2.65,7.96,0.51,23871.98,21098.97,169.42,0.1,47.66,86.94,46.42,9.28,320.5,8587.28,44.1,65.17,90.85,77.68,967.04,759.74,1785.3,1265.01,1545.05,1293.07,2080.33,5.94,1,763.367,NULL,NULL
Bern,Switzerland,26.71,106.85,16.03,6.68,5.34,5.06,4.15,3.92,1.68,3.01,2.83,6.08,22.91,29.18,58,4.08,3.04,3.56,4.17,2.25,2.11,2.14,1.31,13.36,1.97,2.13,9.62,3.79,84.41,7.48,4.17,78.53,2.06,42738.01,41776.41,204.87,0.26,54.39,64.35,35.62,21.37,2564.28,28848.16,114.32,40.96,120.58,144.24,1268.78,1006.81,2493.05,1714.86,12643.33,6428.87,6090.17,2.42,1,1847.36,1923.09,NULL
Luxembourg,Luxembourg,21.07,89.57,10.54,5.27,5.8,3.83,3.14,3.36,1.31,3.29,2.34,3.7,20.49,12.14,18.44,2.74,1.47,2.48,4.46,1.58,2.68,1.53,0.63,9.48,1.68,2.09,5.69,0,0,5.01,3.16,36.88,1.73,26343.63,27082.67,301.9,0.27,56.49,49.66,23.97,12.64,1088.87,16759.7,93.78,42.75,123.81,148.84,1766.92,1535.83,3230.39,2493.86,13245.18,9807.66,4272.11,2.03,1,1515.03,1515.03,NULL
Reykjavik,Iceland,17.72,106.31,14.17,9.21,7.8,4.36,2.44,2,1.47,3.24,3.14,5.52,13.8,16.81,23.38,3.08,1.98,2.26,4.32,2.45,1.22,2.45,1.69,19.49,3.04,2.56,11.34,3.47,60.24,5.17,2.49,56.13,2.26,31892.27,39284.2,101.82,0.15,65.69,64.15,33.22,12.76,326.9,6555.63,107.01,39.53,129.87,182.79,1508.98,1253.46,2117.71,1812.29,6309.67,4479.21,3342.89,5.8,1,1218.27,NULL,NULL
Suva,Fiji,3.64,34.16,6.38,2.73,4.55,2.7,1.06,0.85,1.24,0.48,1.11,2.67,7.83,5.45,4.39,2.03,1.78,1.7,1.37,1.17,0.98,0.97,0.62,8.2,1.71,2.62,7.29,0.46,36.21,0.68,0.57,4.92,1.29,18219.5,19870.64,47.86,0.12,26.61,31.76,5.01,3.64,187.66,6187.04,19.73,19.36,54.73,52.38,563.67,298.28,1399,761.31,2505.18,1343.69,1597.77,5.87,1,541.385,NULL,NULL
Noumea,"New Caledonia",17.66,79.47,10.6,7.51,7.06,4.99,2.49,0.95,0.99,1.96,1.61,5.55,12.79,15.67,22.08,3.68,5.73,6.29,4.64,3.42,2.87,3.2,1.13,13.25,2.98,5.3,16.38,2.43,72.14,4.9,1.09,20.2,1.22,26393.53,26785.51,211.78,0.3,59.61,50.33,5.3,10.82,715.26,7505.83,94.93,64.76,86.54,136.87,809.45,626.96,1430.52,1183.27,4106.13,4223.87,2501.94,2.57,1,832.87,NULL,NULL
